org_npi,avg_mips_score,mips_clinician_count
1073334835,97.58,1
1073340030,74.59,1
1073340543,80.1,2
1073341285,95.51,1
1073341590,83.35,1
1073345724,86.31,4
1073346862,81.39,1
1073349387,67.36,2
1073350021,98.51,1
1073353033,86.03,1
1073353496,85.77,20
1073353850,75.05,3
1073354429,93.28,1
1073354544,88.93,2
1073355566,94.86,9
1073356747,92.4,1
1073360061,83.73,4
1073360160,76.23,1
1073360467,91.04,1
1073360657,83.61,1
1073364170,93.11,1
1073371902,95.23,1
1073374187,75.0,1
1073375861,83.0,1
1073376695,73.37,4
1073377073,99.13,1
1073378238,82.16,8
1073379293,91.43,1
1073380515,77.96,4
1073380614,85.29,282
1073384228,49.58,2
1073384855,86.32,5
1073385423,79.29,68
1073386389,75.0,1
1073386421,88.0,61
1073386967,82.28,1
1073387148,10.08,1
1073390944,97.58,1
1073390985,97.3,1
1073399804,75.75,2
1073408001,77.7,1
1073408514,87.74,2
1073501003,63.15,73
1073501508,77.55,13
1073501649,91.42,1
1073502787,75.0,1
1073503249,75.0,1
1073504346,79.29,3
1073508347,95.96,62
1073508545,100.0,2
1073509733,69.23,5
1073511580,93.02,1
1073511796,75.0,1
1073512364,91.12,46
1073514493,83.32,1
1073516357,73.87,10
1073516621,88.02,18
1073517058,82.6,9
1073519898,73.59,8
1073521027,91.43,1
1073521134,94.18,2
1073521175,21.55,1
1073522736,0.0,1
1073522876,73.96,9
1073523494,74.04,1
1073523635,94.31,1
1073523676,73.28,2
1073527388,96.37,149
1073527453,89.37,5
1073528733,96.32,12
1073530150,100.0,1
1073530705,89.86,1
1073530879,87.37,19
1073530952,2.87,2
1073531836,77.95,9
1073531844,80.61,19
1073532099,97.97,1
1073533469,0.0,1
1073534004,97.05,2
1073534103,69.9,9
1073534608,18.46,1
1073534939,100.0,2
1073534947,80.43,9
1073534970,79.39,1
1073536272,86.07,7
1073538211,84.82,2
1073538401,65.03,15
1073539045,94.1,1
1073539607,71.07,8
1073540324,83.66,4
1073541645,76.45,4
1073541769,83.36,2
1073541850,83.21,5
1073542155,100.0,1
1073542213,81.4,10
1073542296,67.96,2
1073542650,90.27,1
1073542742,0.0,1
1073542916,84.12,31
1073543963,94.58,49
1073544508,13.49,3
1073544912,100.0,1
1073545539,0.0,1
1073546032,26.05,1
1073546289,73.61,3
1073546354,91.25,1
1073546370,75.0,1
1073548053,75.0,2
1073548129,86.44,32
1073548533,92.12,8
1073549101,91.41,3
1073549150,79.56,1
1073549242,69.63,10
1073549507,72.88,9
1073550208,53.97,1
1073551396,91.74,57
1073551461,82.19,17
1073551560,50.0,1
1073552378,79.68,14
1073552428,60.13,57
1073552493,94.75,69
1073553509,93.12,5
1073553590,90.08,1
1073553939,84.03,8
1073554952,83.08,110
1073556767,76.33,119
1073557252,86.37,9
1073557807,97.58,1
1073558086,89.13,4
1073558136,79.79,20
1073559605,77.76,54
1073560355,7.5,2
1073560462,85.58,8
1073561270,89.83,2
1073561767,96.58,12
1073561882,81.53,1
1073562633,77.4,1
1073562757,76.2,9
1073562922,67.11,8
1073564217,97.57,1
1073564787,77.07,3
1073565610,84.25,45
1073566006,95.86,52
1073566154,75.0,2
1073566410,26.92,1
1073566550,87.91,5
1073566949,85.36,5
1073567095,81.51,6
1073567244,86.8,25
1073567418,63.73,6
1073567459,83.97,19
1073567590,87.77,5
1073567608,80.0,113
1073567905,77.1,86
1073568127,77.76,5
1073568226,81.57,9
1073568309,75.73,7
1073568325,61.86,1
1073568879,96.96,133
1073568978,49.98,1
1073569125,72.84,2
1073569331,65.45,9
1073570487,100.0,1
1073572582,42.69,2
1073572715,95.61,43
1073573010,93.78,1
1073573309,34.22,1
1073573994,92.38,25
1073574810,81.62,2028
1073576120,75.0,1
1073576740,90.54,14
1073577136,98.36,4
1073578563,99.48,6
1073579942,74.93,31
1073580205,79.92,190
1073580395,84.7,2
1073580817,97.4,1
1073582805,100.0,10
1073582888,80.55,73
1073583472,74.42,23
1073583860,86.34,2
1073584421,93.93,7
1073584587,81.55,52
1073584769,0.0,1
1073585774,90.28,8
1073586483,24.23,1
1073587416,98.34,1
1073587523,47.87,2
1073587655,85.16,7
1073588646,100.0,1
1073590626,86.94,57
1073590840,94.0,4
1073592119,82.73,78
1073592275,90.89,35
1073592572,56.68,2
1073594156,75.91,21
1073595179,89.43,36
1073597944,93.0,15
1073598066,75.0,4
1073599734,93.21,32
1073600219,78.99,18
1073600334,98.41,1
1073601373,0.0,1
1073602470,31.97,6
1073605333,87.21,2
1073605762,93.82,15
1073606299,83.88,1202
1073606778,86.23,5
1073606935,85.62,17
1073608121,96.51,1
1073608162,80.0,1
1073608634,86.65,56
1073609392,100.0,1
1073610242,0.0,1
1073610267,0.0,1
1073610440,95.0,1
1073610713,75.0,3
1073612149,88.34,1
1073612784,0.0,2
1073613881,73.27,1
1073614103,100.0,4
1073614343,90.33,1
1073614558,80.56,2
1073617338,18.64,4
1073617387,87.09,1
1073617718,84.48,9
1073617767,85.8,2
1073619318,45.62,2
1073619359,90.31,7
1073619466,81.66,36
1073619854,87.4,2
1073619912,75.0,1
1073621850,91.3,6
1073622783,75.0,1
1073623872,72.31,6
1073624011,75.0,1
1073624763,68.16,1
1073625331,93.78,27
1073625471,17.68,1
1073626404,81.58,124
1073626776,87.65,1
1073627071,13.7,1
1073627329,61.94,15
1073628566,100.0,4
1073629119,0.0,1
1073629515,86.76,1
1073630158,78.8,1
1073630406,92.97,5
1073630752,82.18,6
1073630893,81.31,1
1073631164,80.27,2
1073631404,75.0,1
1073631644,79.39,40
1073632261,22.47,2
1073636866,83.12,2
1073638144,22.48,3
1073638490,88.7,8
1073638565,84.16,8
1073639191,24.04,2
1073639399,26.7,1
1073640454,18.66,8
1073640645,76.72,1
1073640694,93.82,1
1073641148,82.97,1
1073641429,24.93,1
1073641536,16.45,1
1073641551,84.85,3
1073642401,93.71,4
1073644027,87.3,2
1073644498,74.54,9
1073645024,81.29,1
1073646212,75.0,1
1073646501,94.08,7
1073647202,90.32,18
1073648630,78.29,1
1073648838,0.0,1
1073649521,83.42,8
1073650099,92.5,3
1073650610,84.21,2
1073650834,66.2,1
1073652160,84.58,1
1073653291,82.84,3
1073653424,65.58,1
1073653630,73.36,20
1073654232,85.3,9
1073654273,92.94,4
1073654604,62.73,2
1073655882,100.0,6
1073658084,87.84,6
1073660353,0.0,1
1073661492,82.05,10
1073662946,97.89,12
1073663910,64.16,2
1073664843,77.64,1
1073665329,7.28,1
1073666327,0.0,1
1073667218,95.0,2
1073668653,66.48,1
1073669040,85.72,1
1073669404,98.19,8
1073669461,84.57,7
1073669834,76.54,2
1073674404,75.0,1
1073674412,84.01,1
1073674446,97.02,1
1073675831,75.0,1
1073676052,75.0,2
1073677811,25.02,3
1073678637,80.23,90
1073679478,89.91,6
1073679940,75.0,1
1073680419,79.32,4
1073681730,84.62,2
1073682209,84.37,9
1073683108,71.17,9
1073683553,81.76,2
1073683637,75.0,1
1073683991,78.23,29
1073684254,76.6,1
1073684403,98.66,1
1073685483,77.69,91
1073686002,78.29,6
1073686333,75.0,1
1073686978,92.1,4
1073688123,0.0,1
1073689600,56.68,3
1073691556,88.28,2
1073692158,76.34,13
1073693016,81.76,5
1073693677,87.96,1
1073693958,85.23,1
1073694659,8.28,2
1073695557,24.2,1
1073695730,75.0,2
1073699112,77.93,1
1073699385,32.16,16
1073699401,25.81,1
1073699971,42.93,3
1073701181,0.0,1
1073701702,100.0,1
1073701934,75.0,1
1073702411,85.12,5
1073702551,93.79,2
1073702635,75.0,1
1073706099,65.11,6
1073706289,55.09,5
1073707048,3.62,1
1073708269,0.0,1
1073708483,81.91,2
1073708533,91.9,2
1073708731,80.09,1
1073708863,55.99,1
1073709515,0.0,1
1073711339,8.37,1
1073712337,99.02,1
1073713004,73.34,2
1073713194,100.0,1
1073713277,59.92,1
1073713400,89.9,4
1073714010,82.06,8
1073715157,74.74,1
1073715819,75.0,1
1073717112,70.58,1
1073717534,84.0,2
1073721593,94.84,1
1073725776,76.05,7
1073726972,86.72,3
1073729018,89.03,1
1073729257,87.68,2
1073730263,100.0,1
1073732475,84.86,1
1073733671,74.46,1
1073736310,76.92,13
1073737870,7.5,1
1073737995,100.0,1
1073739140,75.0,1
1073739645,96.68,4
1073740437,0.0,1
1073740775,80.36,1
1073742938,85.57,1
1073743399,86.71,3
1073745493,14.8,2
1073747721,64.49,9
1073748562,75.0,1
1073750816,81.68,13
1073751129,84.77,20
1073753794,90.89,3
1073754388,0.0,1
1073755476,79.32,2
1073755963,75.0,1
1073756490,87.52,1
1073757811,94.1,1
1073760021,80.31,1
1073762068,87.79,1
1073763108,84.89,2
1073763405,75.0,1
1073764932,35.96,1
1073765475,70.4,3
1073765970,0.0,1
1073767240,32.5,1
1073767992,88.98,4
1073769261,97.29,1
1073771119,75.0,1
1073771564,75.0,1
1073771796,91.59,1
1073772588,52.08,2
1073772612,88.71,9
1073774030,99.1,1
1073776068,95.57,1
1073778916,93.49,2
1073779500,66.74,1
1073780540,75.0,1
1073781340,75.0,1
1073781597,84.45,98
1073782181,12.98,1
1073784096,100.0,1
1073784823,75.0,1
1073785044,85.17,251
1073787792,67.46,20
1073787826,75.0,1
1073790978,78.69,2
1073791158,89.76,1
1073791513,25.81,1
1073792735,58.72,1
1073792818,75.0,1
1073793030,81.14,2
1073793816,80.27,1
1073794087,83.52,3
1073794400,22.82,1
1073795266,95.3,15
1073795886,78.38,8
1073796389,92.93,1
1073796868,34.09,2
1073796967,99.55,2
1073797551,29.09,1
1073799672,76.19,1
1073799896,99.48,1
1073799979,62.34,1
1073802351,71.74,1
1073804712,71.35,122
1073805917,73.71,26
1073806089,52.28,2
1073806360,78.03,6
1073807376,79.85,15
1073807848,0.0,1
1073807962,94.59,1
1073811345,96.3,1
1073814166,81.87,4
1073814737,88.52,1
1073816070,84.83,7
1073816245,88.35,5
1073817060,91.04,1
1073817656,55.36,4
1073818183,79.87,3
1073818308,91.25,5
1073818555,84.49,5
1073818761,87.41,1
1073819512,83.33,3
1073821807,14.27,1
1073821898,11.6,1
1073823332,91.49,1
1073824918,97.99,1
1073825659,75.0,1
1073826418,89.89,5
1073827101,81.15,211
1073827309,95.26,6
1073827549,83.01,18
1073827929,19.99,1
1073828182,91.79,2
1073828836,96.66,1
1073829255,0.0,1
1073832218,80.6,17
1073832812,89.7,9
1073834032,91.25,4
1073839718,75.0,1
1073840161,0.0,1
1073841557,68.33,3
1073841698,77.92,43
1073845459,87.5,2
1073851630,87.5,2
1073853156,22.52,1
1073853859,77.45,5
1073856050,73.7,5
1073856233,3.85,1
1073857256,81.25,4
1073858098,93.78,1
1073859203,14.34,1
1073859484,89.87,56
1073859930,80.84,4
1073860201,75.0,1
1073861472,96.54,1
1073863635,91.28,6
1073864062,100.0,1
1073864484,85.74,1
1073865705,86.49,5
1073865903,0.0,1
1073868113,87.9,16
1073870341,100.0,1
1073871125,90.66,3
1073875985,92.17,1
1073878450,92.95,1
1073880092,89.52,4
1073880183,78.33,5
1073881462,97.21,1
1073881835,80.13,72
1073882197,84.01,8
1073883617,75.0,1
1073884524,100.0,1
1073885026,88.23,1
1073887014,0.0,1
1073887766,71.04,2
1073889069,78.53,2
1073891008,87.53,5
1073893863,93.65,2
1073894101,81.31,1
1073896510,79.49,52
1073898102,94.51,18
1073899134,81.16,44
1073899191,98.07,1
1073899449,79.4,24
1073900817,94.9,2
1073903373,20.6,1
1073906301,77.24,2
1073907028,83.77,21
1073907184,87.5,2
1073908554,3.24,2
1073909594,82.98,9
1073911137,84.87,158
1073911921,21.44,1
1073912119,92.76,1
1073912499,97.67,2
1073914396,88.74,24
1073917597,83.43,12
1073919171,85.76,2
1073919494,86.04,7
1073920096,42.95,1
1073923561,0.0,1
1073929089,90.23,1
1073929121,0.0,1
1073929402,100.0,1
1073929782,94.06,546
1073929907,87.2,2
1073931952,32.72,3
1073934675,75.17,1
1073935250,82.96,26
1073935458,87.86,2
1073935540,80.59,2
1073936399,75.0,1
1073937579,94.62,28
1073937793,68.66,3
1073939732,24.78,1
1073941217,95.23,22
1073942074,93.09,28
1073942116,83.49,12
1073943163,74.25,22
1073944658,83.68,5
1073946695,92.35,1
1073948378,93.68,1
1073950325,0.0,1
1073950671,87.2,4
1073957064,96.44,6
1073957239,30.6,3
1073958351,92.38,3
1073960431,83.02,4
1073961843,12.04,1
1073962304,87.88,6
1073962528,80.59,9
1073963716,53.51,2
1073966487,75.55,1
1073968772,75.0,1
1073969358,87.74,5
1073970059,54.11,1
1073970687,87.03,7
1073971750,79.88,21
1073971792,85.12,5
1073978284,90.33,1
1073979621,90.8,1
1073979860,12.5,1
1073981114,88.77,45
1073982120,50.0,2
1073982567,96.3,3
1073986048,81.96,4
1073986410,97.05,5
1073987582,82.3,1
1073988135,81.19,2
1073988259,80.56,2
1073988911,88.08,20
1073989562,0.0,1
1073993770,91.63,1
1073995338,82.09,13
1073996344,91.37,10
1073997359,94.54,1
1073997532,70.93,5
1073997581,87.25,11
1073999066,84.97,15
1073999264,88.87,1
1083000350,67.46,1
1083002026,78.55,16
1083002166,100.0,6
1083003875,75.0,1
1083004733,92.73,5
1083005102,19.01,1
1083007454,80.69,43
1083008536,80.67,7
1083009476,91.23,7
1083010094,85.2,3
1083010383,61.97,1
1083012074,71.1,15
1083012181,27.89,3
1083013965,60.62,1
1083016000,91.23,1
1083018485,75.0,1
1083019541,82.88,28
1083021083,85.68,88
1083021877,81.24,3
1083022735,16.51,1
1083023493,100.0,1
1083030498,79.09,10
1083032262,95.68,4
1083036651,82.9,13
1083036685,84.01,1
1083037188,81.56,1
1083038764,84.58,4
1083039200,85.49,14
1083041867,75.8,27
1083042105,80.87,9
1083043806,99.76,1
1083044143,91.12,1
1083045090,91.9,736
1083045504,90.9,3
1083045686,63.44,40
1083046015,58.33,4
1083050041,86.9,2
1083051346,92.41,7
1083051643,86.39,21
1083051734,0.0,1
1083052492,90.23,8
1083052757,62.6,3
1083057723,79.48,1
1083058432,100.0,1
1083059026,100.0,1
1083060131,39.92,2
1083061287,75.0,2
1083061840,89.84,1
1083063101,92.85,6
1083065783,78.34,2
1083067649,89.24,1
1083071773,92.93,1
1083072342,87.22,177
1083072599,91.9,3
1083073423,16.87,1
1083074579,39.87,2
1083075352,68.7,2
1083075972,83.34,1
1083076624,86.01,4
1083077051,74.75,2
1083079198,81.7,8
1083079941,95.24,9
1083080105,82.96,4
1083082556,86.29,1
1083085195,79.08,1
1083085385,39.4,1
1083087126,100.0,1
1083087340,82.39,1
1083088421,50.11,2
1083090252,100.0,2
1083092381,56.77,1
1083093363,74.4,1
1083094460,83.54,10
1083096614,93.31,1
1083098651,80.28,150
1083098677,91.62,3
1083100424,93.83,4
1083101075,89.36,9
1083101240,87.28,16
1083104012,79.66,4
1083104228,0.0,1
1083104681,16.15,4
1083105548,44.32,2
1083106538,86.16,6
1083107080,82.99,51
1083107999,92.4,35
1083112908,75.0,1
1083114375,100.0,1
1083116628,88.89,3
1083118111,75.0,1
1083121370,77.05,3
1083124465,94.1,1
1083125256,97.71,2
1083125843,67.96,11
1083130751,87.46,7
1083131635,18.33,3
1083131957,79.87,3
1083132625,98.18,2
1083133144,75.0,1
1083133185,94.09,1
1083134167,68.33,1
1083135693,97.5,1
1083137038,75.0,1
1083140206,0.0,1
1083141329,100.0,1
1083142376,53.96,4
1083149389,70.0,1
1083150056,97.14,7
1083154207,86.8,11
1083154249,86.01,9
1083157341,90.49,2
1083159966,73.06,1
1083160543,90.61,10
1083160584,82.31,1
1083160808,86.45,9
1083162093,91.96,1
1083162739,88.15,3
1083163307,93.06,1
1083165658,83.09,5
1083165831,70.41,2
1083167001,90.4,6
1083169700,67.88,9
1083171342,83.44,2
1083171607,83.96,3
1083172266,98.49,2
1083174973,78.35,6
1083177364,75.0,1
1083178255,92.29,2
1083178651,62.17,3
1083178818,75.0,2
1083179311,74.44,11
1083179378,87.78,11
1083185342,72.9,3
1083185938,39.64,5
1083186498,86.63,1
1083186746,100.0,1
1083187330,90.55,11
1083187884,6.11,1
1083188221,96.27,5
1083190995,88.87,1
1083191985,68.74,10
1083192819,75.0,1
1083195564,92.78,2
1083196562,7.92,2
1083196745,18.28,2
1083197636,100.0,1
1083200794,83.13,3
1083201040,98.1,2
1083202816,97.11,10
1083203954,78.01,1
1083204242,63.11,4
1083204804,92.4,3
1083205587,0.0,1
1083206155,73.77,2
1083208391,93.69,3
1083213607,95.06,2
1083216998,92.29,2
1083217616,83.24,20
1083220024,91.12,2
1083221816,89.41,42
1083222129,81.85,6
1083222137,91.19,1
1083224596,74.7,2
1083225601,69.25,1
1083227169,96.38,2
1083227797,46.91,1
1083228779,100.0,1
1083229587,88.53,1
1083232854,75.49,3
1083233324,78.08,3
1083237085,33.92,1
1083237481,56.23,1
1083239412,87.38,4
1083239420,80.22,10
1083239982,71.44,2
1083241392,71.98,29
1083249114,59.94,2
1083254890,81.89,1
1083256168,78.98,29
1083258073,0.0,1
1083258362,88.64,20
1083259220,64.84,4
1083259675,8.49,2
1083260806,100.0,1
1083261697,97.58,1
1083264907,81.84,1
1083266761,82.71,245
1083269005,86.41,1
1083271746,65.42,3
1083273056,85.18,2
1083275200,100.0,1
1083279533,82.26,3
1083280622,81.44,5
1083280853,75.0,1
1083284335,89.36,6
1083289086,84.49,5
1083289888,82.75,1
1083297089,75.0,1
1083300974,83.8,1
1083303903,75.0,3
1083304810,75.0,1
1083306773,4.8,2
1083306815,97.1,1
1083309074,60.97,4
1083311146,81.61,13
1083312300,95.67,1
1083313902,79.27,1
1083314744,84.57,1
1083314785,87.03,1
1083315014,52.73,2
1083320501,89.88,2
1083322549,90.51,1
1083323059,85.56,22
1083323216,84.44,1
1083324404,26.08,1
1083327290,66.19,3
1083327779,75.77,1
1083328496,52.9,1
1083328587,64.09,2
1083328892,100.0,1
1083332845,75.0,1
1083337372,84.89,1
1083339147,79.03,3
1083340988,88.64,25
1083341341,95.64,2
1083343602,85.74,18
1083345987,85.43,1
1083350649,80.58,1
1083354807,64.96,1
1083356307,21.15,1
1083358378,89.4,1
1083358782,77.26,1
1083360200,87.09,11
1083360382,96.54,1
1083362297,85.19,1
1083363881,96.05,26
1083364749,94.34,2
1083365084,85.49,7
1083366363,91.32,3
1083368674,98.67,1
1083370340,93.6,10
1083371629,79.6,6
1083371827,91.69,1
1083374375,100.0,1
1083374441,94.09,1
1083375356,61.11,1
1083375414,84.11,2
1083380729,78.54,3
1083385181,0.0,1
1083387898,97.5,1
1083388953,88.72,1
1083389589,77.46,2
1083391007,80.74,2
1083392682,72.52,1
1083394464,88.87,1
1083395792,8.75,1
1083396733,10.74,1
1083397517,73.56,1
1083397731,75.0,1
1083397764,72.9,7
1083401582,76.7,1
1083404313,86.95,16
1083404966,84.7,1
1083405096,0.0,1
1083406722,87.82,1
1083410039,81.0,2
1083412175,94.3,1
1083421614,80.51,17
1083422364,46.12,1
1083425235,75.0,1
1083425912,14.35,1
1083426274,80.62,1
1083427462,77.31,1
1083430797,98.3,1
1083438626,29.67,3
1083444079,94.38,4
1083447890,95.36,1
1083449680,84.08,15
1083450977,82.07,1
1083454870,49.82,2
1083455729,75.0,1
1083456032,97.02,1
1083456818,95.59,1
1083457253,100.0,1
1083462394,87.27,1
1083466353,84.64,2
1083472518,0.0,1
1083474076,88.86,1
1083477814,91.63,1
1083479265,79.02,1
1083479752,75.0,1
1083484000,85.05,20
1083484141,91.42,4
1083484968,85.25,1
1083485106,50.85,1
1083489967,68.73,6
1083490882,82.39,1
1083491138,53.27,2
1083491906,82.91,193
1083491955,85.75,9
1083494710,75.0,1
1083497762,94.1,2
1083502876,79.67,3
1083600548,62.2,4
1083600951,9.95,1
1083601082,80.54,1
1083601207,85.75,7
1083601249,89.63,5
1083601298,100.0,10
1083601330,89.87,62
1083601587,75.0,1
1083602205,80.47,4
1083602593,95.13,1
1083603625,91.92,1
1083604334,95.26,3
1083605661,82.24,233
1083609325,75.0,2
1083610190,88.14,6
1083611149,98.1,1
1083612295,80.9,1
1083612980,92.14,1
1083613194,88.23,1
1083613640,100.0,1
1083614028,72.54,19
1083614366,79.52,12
1083614382,92.29,79
1083616502,40.28,2
1083616536,92.67,1
1083617120,97.14,3
1083617807,68.73,9
1083619274,77.12,3
1083619712,81.17,1
1083622047,88.8,10
1083622286,89.57,3
1083622526,20.15,3
1083622567,91.95,29
1083622849,87.74,7
1083622997,82.81,3
1083623284,75.0,6
1083623409,86.03,31
1083626832,50.53,7
1083628911,75.53,5
1083629950,75.0,1
1083630420,0.0,1
1083630610,82.51,388
1083631071,84.72,11
1083632657,85.99,1
1083632897,97.13,1
1083633184,87.13,1
1083633929,82.97,5
1083635908,30.37,9
1083638761,85.49,28
1083639587,78.47,50
1083639918,93.25,6
1083640239,60.79,10
1083640254,79.37,2
1083640601,87.36,4
1083642144,75.0,3
1083642581,79.17,6
1083642680,97.46,2
1083643738,79.75,179
1083647101,44.12,2
1083647515,93.25,23
1083647739,0.0,1
1083647754,82.97,35
1083647846,81.31,1
1083649172,91.11,4
1083649552,92.93,3
1083649628,79.26,4
1083649651,88.49,8
1083650931,93.81,11
1083651335,77.59,4
1083651814,91.07,1
1083651897,0.0,1
1083652044,88.76,6
1083652887,83.57,5
1083653752,81.41,236
1083654479,75.51,45
1083654842,90.06,2
1083655534,100.0,1
1083655542,81.24,24
1083655567,92.77,123
1083655948,85.16,2
1083655997,82.03,5
1083656672,0.0,1
1083657829,100.0,1
1083657886,82.58,7
1083658827,19.58,1
1083659379,81.51,20
1083659569,98.18,21
1083659783,94.74,2
1083660534,93.24,3
1083660575,89.48,2
1083661003,79.48,7
1083661508,83.22,50
1083661607,93.2,69
1083661763,55.38,9
1083663090,90.95,5
1083663686,84.01,16
1083664189,95.36,5
1083664221,86.02,835
1083664734,91.59,1
1083664841,63.64,4
1083664957,75.0,1
1083665251,70.96,186
1083665657,69.3,10
1083666903,87.9,84
1083667067,88.74,81
1083667117,66.67,4
1083667901,91.43,6
1083668206,92.38,8
1083668479,60.75,2
1083668511,100.0,1
1083668651,77.82,12
1083668735,91.9,1
1083669121,73.68,31
1083669451,25.9,1
1083670590,100.0,1
1083673842,75.0,4
1083675169,82.61,9
1083675458,91.22,3
1083675961,82.36,13
1083676035,75.0,3
1083676514,87.81,5
1083676902,75.0,4
1083676936,90.7,9
1083677868,79.17,50
1083678833,70.33,11
1083678882,100.0,1
1083679427,78.71,8
1083679609,77.34,4
1083681456,99.78,7
1083681613,41.5,2
1083684112,27.24,1
1083684658,92.41,3
1083686083,91.83,15
1083687198,60.85,9
1083688220,82.24,5
1083688238,67.91,5
1083688600,30.61,3
1083689251,80.34,24
1083689327,82.43,5
1083689889,0.0,1
1083692594,91.76,164
1083693857,2.73,11
1083693907,79.52,1
1083695985,78.19,3
1083696413,95.68,24
1083696538,91.29,1
1083697718,82.37,18
1083700207,79.58,7
1083702146,0.0,1
1083704233,100.0,6
1083705230,89.0,6
1083705891,80.31,4
1083706121,89.54,3
1083709844,54.68,1
1083710651,70.07,34
1083711790,85.55,46
1083712830,62.02,1
1083713085,75.0,1
1083713101,78.69,31
1083713465,83.32,8
1083713820,93.97,60
1083715338,88.19,3
1083717516,96.07,1
1083718183,84.62,3
1083720205,89.66,1
1083720429,94.11,3
1083720569,89.63,1
1083721088,14.69,1
1083721229,0.0,1
1083721716,84.57,1
1083721856,0.0,1
1083721955,89.44,1
1083722987,99.04,2
1083723266,100.0,1
1083724801,0.0,1
1083725220,85.14,7
1083727226,49.34,2
1083727796,94.73,9
1083728463,92.6,30
1083729271,88.04,5
1083729339,95.57,17
1083729438,86.07,7
1083730014,72.43,5
1083730519,18.56,1
1083730857,75.0,2
1083731020,92.84,2
1083731442,81.46,2
1083732861,0.0,1
1083736045,96.25,1
1083736680,14.05,1
1083737027,90.38,3
1083738397,100.0,1
1083739437,73.12,7
1083742357,75.48,5
1083745566,23.99,3
1083746911,90.08,6
1083747323,100.0,2
1083747380,92.86,61
1083747463,77.87,11
1083748297,69.26,42
1083749188,84.67,9
1083749352,0.0,1
1083750293,86.46,4
1083750335,69.76,2
1083750483,93.13,6
1083751002,85.72,3
1083751010,78.7,3
1083751200,21.6,1
1083751879,75.0,1
1083752018,24.63,1
1083752356,94.03,1
1083752448,94.03,1
1083753255,29.73,1
1083753404,75.79,2
1083754428,100.0,2
1083755383,91.9,1
1083755920,98.3,1
1083757322,88.99,8
1083758122,86.7,1
1083761530,100.0,5
1083761860,94.75,166
1083762405,74.43,1
1083762413,94.33,4
1083762660,97.58,1
1083762959,87.56,1
1083763171,68.56,7
1083764526,27.4,1
1083764542,77.94,2
1083765622,88.25,3
1083766356,0.0,1
1083766588,83.93,1
1083766828,98.3,3
1083767479,60.47,6
1083768253,84.03,54
1083769467,89.51,1
1083770374,75.0,1
1083771232,88.23,1
1083772545,87.2,3
1083772560,66.52,4
1083774665,96.98,1
1083775878,23.33,1
1083776140,97.31,10
1083777676,100.0,6
1083777825,95.0,1
1083778443,85.78,1
1083779094,96.73,2
1083780258,75.0,1
1083781090,92.29,14
1083781512,98.25,1
1083785372,47.35,14
1083785398,83.38,32
1083786230,0.0,1
1083786727,75.0,1
1083789390,76.14,1
1083790042,90.5,2
1083790216,88.93,3
1083790265,80.01,18
1083790893,86.12,19
1083790919,73.46,5
1083793582,73.7,2
1083794747,97.97,1
1083794796,60.93,4
1083795496,95.06,1
1083796510,89.84,1
1083796726,0.0,1
1083799043,0.0,1
1083799688,59.28,2
1083800775,78.33,4
1083802029,90.72,2
1083802862,6.04,1
1083802946,89.25,61
1083802979,79.39,14
1083803472,89.89,3
1083803530,90.56,2
1083803837,0.0,1
1083804231,97.76,2
1083804298,90.62,2
1083805352,0.0,1
1083805741,72.52,1
1083805931,100.0,1
1083806111,96.6,1
1083806269,75.0,1
1083806970,0.0,1
1083807093,98.3,4
1083808299,89.62,3
1083809669,72.12,23
1083809727,49.51,6
1083812200,98.63,1
1083813380,100.0,1
1083817019,94.26,4
1083820260,89.07,7
1083821714,35.07,9
1083821904,100.0,1
1083823835,75.37,3
1083825525,47.28,3
1083825616,75.0,1
1083825947,100.0,3
1083827943,0.0,1
1083829659,57.1,9
1083830962,23.6,1
1083832372,93.54,3
1083833875,83.65,63
1083834014,75.0,1
1083834352,78.25,11
1083834378,30.92,1
1083835441,81.8,464
1083835706,82.88,2
1083836423,100.0,1
1083838361,100.0,1
1083838692,86.23,9
1083839211,28.65,2
1083840953,75.02,11
1083842124,75.0,1
1083842173,75.0,1
1083842918,61.01,4
1083843288,87.64,1
1083844104,75.0,1
1083845754,85.68,2
1083845879,45.45,1
1083846091,93.5,1
1083846661,38.63,1
1083847099,86.33,3
1083847727,12.69,1
1083850689,93.57,1
1083851042,97.58,1
1083854095,75.0,5
1083854392,38.18,3
1083854434,45.04,1
1083855175,74.31,4
1083858823,76.5,1
1083859409,85.8,30
1083859680,92.76,1
1083861611,0.0,1
1083861785,83.05,6
1083862577,79.16,2
1083863070,95.52,2
1083864177,85.19,3
1083864474,86.38,1
1083867295,75.63,2
1083868269,64.49,22
1083869135,75.53,5
1083870604,75.0,3
1083871529,85.52,2
1083872535,78.85,93
1083874218,73.15,1
1083874358,75.0,1
1083875934,77.44,3
1083877997,29.58,1
1083878664,12.35,1
1083878946,96.68,1
1083881973,84.94,2
1083883151,0.0,1
1083883458,81.13,2
1083883938,74.52,42
1083886840,93.33,1
1083887053,18.91,1
1083887988,70.79,5
1083888457,0.0,1
1083888515,88.18,7
1083890180,80.09,6
1083891063,0.0,2
1083893127,75.37,3
1083893762,75.0,1
1083893937,75.14,21
1083894125,100.0,1
1083894349,92.85,2
1083894885,84.26,2
1083896252,0.0,1
1083896443,75.0,1
1083896583,100.0,1
1083897060,80.73,41
