org_npi,avg_mips_score,mips_clinician_count
1407983299,70.0,1
1407984255,86.93,2
1407984396,85.1,2
1407984925,73.0,1
1407985435,9.61,1
1407985724,71.23,1
1407985971,97.09,2
1407986151,17.95,1
1407987548,91.77,4
1407988694,75.0,1
1407989148,75.0,3
1407989270,74.26,1
1407992217,50.48,6
1407993306,66.26,1
1407993975,95.93,1
1407995038,69.86,1
1407995681,0.0,1
1407995863,44.65,1
1407997141,75.0,1
1407997950,48.52,2
1407999360,93.7,1
1417001009,10.0,1
1417001660,86.35,1
1417002072,77.63,3
1417003062,85.76,2
1417004250,47.5,3
1417006917,100.0,1
1417007212,75.38,16
1417007527,90.55,3
1417009267,100.0,1
1417010174,93.09,1
1417011321,97.9,1
1417011487,95.22,4
1417011701,51.46,2
1417012121,63.75,1
1417013210,80.99,4
1417013707,98.37,4
1417013731,74.91,8
1417015918,89.76,1
1417016833,100.0,4
1417016973,86.87,92
1417017435,88.21,6
1417018292,97.45,1
1417018375,87.5,2
1417019449,0.0,1
1417021114,78.9,17
1417021320,94.56,2
1417022682,33.55,3
1417023904,84.72,27
1417025917,81.5,2
1417027210,94.0,3
1417028838,80.2,1
1417029935,93.55,1
1417030123,74.38,6
1417031675,75.0,1
1417031832,75.0,1
1417034208,75.0,1
1417034695,92.95,8
1417037623,100.0,6
1417037946,76.39,1
1417039512,0.0,4
1417039603,50.0,2
1417040619,85.19,19
1417040684,97.26,3
1417041336,95.2,1
1417041856,90.46,2
1417043324,82.87,5
1417043746,75.0,1
1417044298,85.59,44
1417044652,0.0,1
1417045238,95.81,1
1417045642,83.21,21
1417045816,18.48,2
1417045956,100.0,1
1417045998,82.72,50
1417046137,77.34,4
1417047952,74.04,25
1417048539,97.5,1
1417049610,89.41,1
1417050071,84.0,1
1417050337,96.9,1
1417051806,95.63,12
1417052713,77.08,2
1417053885,13.44,1
1417054610,14.46,2
1417054644,86.98,2
1417055203,94.0,3
1417055617,80.59,10
1417056102,90.38,1
1417056391,75.0,1
1417056896,0.0,1
1417057217,62.52,1
1417057951,52.15,4
1417058116,90.2,8
1417058611,91.42,5
1417059205,84.66,2
1417061193,70.99,33
1417062092,100.0,1
1417062613,75.0,2
1417063058,45.29,4
1417065129,84.1,2
1417065152,50.0,2
1417065392,80.29,14
1417065830,75.0,1
1417066259,75.0,1
1417066788,75.0,1
1417067372,71.88,3
1417067687,86.97,1
1417070202,9.3,1
1417071945,99.08,40
1417074196,70.7,1
1417074691,100.0,1
1417076829,85.67,139
1417080854,18.1,5
1417081043,61.84,2
1417081159,83.53,1
1417082215,86.32,5
1417082900,24.84,1
1417083783,73.55,10
1417084708,89.87,4
1417086216,83.79,3
1417088006,7.62,1
1417088907,91.2,2
1417089376,88.6,9
1417091059,78.87,2
1417092297,80.72,2
1417093949,86.44,580
1417094665,94.41,3
1417095308,95.42,13
1417097031,38.79,3
1417097452,47.91,2
1417097858,41.08,2
1417100249,90.55,31
1417100264,69.23,3
1417100348,30.0,1
1417101908,99.29,1
1417104365,0.0,1
1417105487,34.77,2
1417105552,69.53,81
1417106527,19.97,1
1417107210,92.3,6
1417107780,82.39,1
1417108069,48.12,2
1417109059,83.0,1
1417112178,66.62,10
1417112277,77.15,5
1417112459,75.0,1
1417112715,94.2,1
1417112889,89.92,1
1417117300,92.98,2
1417118241,94.11,7
1417118407,90.13,1
1417119215,75.0,1
1417119744,7.5,1
1417121609,84.22,6
1417121682,0.0,1
1417121955,13.33,1
1417122995,75.75,1
1417123084,69.25,1
1417124934,70.1,1
1417125287,75.0,1
1417125311,90.96,4
1417127283,70.97,1
1417127499,98.13,15
1417127861,10.34,1
1417128125,88.87,1
1417129248,57.62,1
1417130881,79.29,1
1417132614,89.72,20
1417132820,71.38,1
1417134693,84.06,2
1417136607,41.53,1
1417136672,91.11,9
1417138538,90.98,2
1417139072,79.75,2
1417139197,75.0,1
1417141870,25.91,1
1417142167,78.92,1
1417142233,84.94,1
1417144239,96.98,10
1417144254,80.57,3
1417145038,0.0,3
1417145947,95.05,1
1417145970,34.17,1
1417146093,75.0,1
1417146549,68.47,1
1417148032,99.4,1
1417148289,93.39,1
1417150194,86.77,1
1417150236,75.0,1
1417153362,0.0,1
1417158569,100.0,1
1417159344,99.45,2
1417160490,95.57,26
1417162355,85.5,10
1417163817,82.49,1
1417165309,30.82,1
1417166737,39.75,4
1417167370,64.6,2
1417168220,90.76,1
1417169210,96.6,2
1417170085,95.67,8
1417170473,99.4,1
1417171265,75.0,3
1417172933,78.2,1
1417174319,86.86,1
1417174806,100.0,1
1417174921,82.31,2
1417176025,49.89,2
1417178120,89.64,2
1417178344,25.27,1
1417179326,100.0,1
1417179862,62.75,4
1417183963,95.05,29
1417186628,91.12,1
1417187261,28.97,1
1417187667,88.35,21
1417188251,90.46,1
1417188905,81.61,93
1417191636,18.57,1
1417191818,98.67,1
1417193954,100.0,1
1417194093,76.37,2
1417195553,51.27,2
1417197443,75.0,1
1417200783,86.35,1
1417201864,86.27,10
1417204306,100.0,1
1417205105,91.4,3
1417205584,47.26,1
1417208141,89.72,1
1417209412,95.62,1
1417211426,84.41,1
1417211533,100.0,1
1417215609,75.0,1
1417218090,42.69,1
1417220369,85.51,24
1417222985,67.6,6
1417225707,79.13,3
1417226770,86.67,1
1417227398,83.55,7
1417228958,82.8,4
1417229493,75.0,2
1417232760,75.21,58
1417233818,77.95,3
1417235748,76.1,1
1417235805,87.88,1
1417235946,88.75,3
1417236837,93.1,1
1417237389,62.17,2
1417238577,15.6,1
1417238908,92.45,8
1417238916,80.03,1
1417241811,6.56,1
1417242405,82.59,8
1417243197,8.33,1
1417243478,81.39,1
1417245531,54.97,2
1417248543,37.44,2
1417250663,84.52,4
1417251257,29.25,6
1417251935,27.84,3
1417252537,82.69,44
1417253113,75.0,1
1417253907,71.35,2
1417256041,91.5,1
1417258161,69.68,5
1417258781,91.36,1
1417259938,74.89,3
1417260266,80.97,5
1417261215,97.13,1
1417263922,86.29,7
1417266305,75.0,3
1417267329,53.68,5
1417267600,75.0,2
1417268889,88.2,3
1417271156,56.27,1
1417271792,74.54,2
1417272485,0.0,1
1417272691,75.0,5
1417273780,83.57,19
1417276429,82.69,316
1417276791,75.13,9
1417277823,90.97,1
1417280538,75.0,5
1417281601,72.09,5
1417282039,75.0,1
1417282401,82.12,1
1417284449,86.29,1
1417285230,84.05,10
1417285701,75.68,1
1417286725,15.08,1
1417288069,90.83,85
1417291451,77.38,2
1417293200,86.2,1
1417294232,83.86,28
1417295932,82.43,16
1417300773,43.0,1
1417302266,99.08,1
1417303272,0.0,1
1417308149,89.63,1
1417311309,85.34,4
1417311747,86.49,3
1417313925,95.0,2
1417315300,78.34,3
1417315482,98.07,1
1417320151,94.36,3
1417321076,45.36,21
1417324252,75.07,2
1417326927,72.66,1
1417333295,49.66,2
1417335670,93.51,1
1417336207,72.79,1
1417337932,15.96,1
1417338054,59.48,1
1417340597,76.27,1
1417345091,37.57,2
1417346412,75.0,1
1417347014,93.61,1
1417347899,92.76,1
1417348830,89.67,1
1417349747,67.02,3
1417349929,78.34,2
1417350430,99.13,1
1417351073,86.89,2
1417353301,99.45,1
1417354069,35.18,2
1417354333,69.27,37
1417357427,78.79,19
1417357849,75.0,4
1417360280,100.0,1
1417361197,100.0,5
1417362427,78.86,4
1417363722,27.5,1
1417369810,75.0,1
1417371899,25.14,2
1417372251,100.0,1
1417372855,0.0,1
1417373028,80.81,10
1417373713,77.82,13
1417376385,91.36,3
1417379058,81.02,6
1417381880,75.0,1
1417385790,83.16,4
1417387028,90.38,1
1417388455,100.0,1
1417388737,55.58,2
1417392200,86.19,52
1417393414,89.52,2
1417396375,82.77,2
1417397373,100.0,1
1417401266,86.92,249
1417401621,93.78,1
1417402249,82.33,1
1417402918,53.58,2
1417403072,96.05,1
1417403866,93.66,7
1417408576,0.0,1
1417408659,82.59,9
1417408683,76.2,2
1417409285,8.56,1
1417409905,52.78,3
1417412172,72.69,4
1417412958,75.0,2
1417414004,0.0,1
1417414368,50.72,2
1417415324,91.11,107
1417420456,53.42,1
1417420621,61.68,1
1417420811,53.33,3
1417420886,80.0,1
1417423088,75.0,1
1417423344,91.58,1
1417423377,75.06,195
1417424482,76.56,2
1417426388,100.0,1
1417426552,70.95,9
1417428509,75.0,2
1417428566,86.5,2
1417428574,78.23,5
1417428970,79.9,44
1417429002,100.0,2
1417431677,68.73,3
1417434119,92.26,5
1417435827,90.55,7
1417437526,72.27,13
1417439191,78.19,1
1417439944,61.59,13
1417441080,75.76,11
1417441692,75.0,1
1417442898,75.29,1
1417443771,88.45,28
1417446501,92.71,15
1417446642,98.3,1
1417446691,0.0,2
1417447012,91.96,1
1417448168,95.7,1
1417449679,72.4,1
1417450883,88.59,4
1417451865,89.92,1
1417456385,75.0,1
1417458845,0.0,1
1417459207,89.34,8
1417460619,83.85,3
1417461732,88.07,2
1417461823,91.19,3
1417462862,85.28,2
1417465741,100.0,1
1417466525,75.0,2
1417469552,95.27,1
1417469701,89.81,4
1417473323,85.45,15
1417475658,91.23,1
1417479494,91.13,5
1417483165,93.89,5
1417483215,4.67,2
1417483421,0.0,1
1417483819,97.71,43
1417485889,88.87,1
1417490137,84.03,35
1417490822,75.0,2
1417495615,91.88,1
1417495797,89.05,1
1417499260,80.59,2
1417501420,84.99,3
1417503368,55.64,2
1417509043,80.79,1
1417509597,80.0,1
1417510637,75.0,1
1417511593,21.64,1
1417513193,97.89,18
1417521337,87.74,47
1417522848,92.21,10
1417526112,94.63,1
1417528274,84.34,1
1417531872,89.95,9
1417537366,84.53,1
1417543034,77.66,3
1417545567,51.6,1
1417561655,88.18,8
1417563057,52.19,1
1417564592,79.95,4
1417565433,91.19,1
1417568916,80.36,1
1417570532,87.64,1
1417571142,92.93,1
1417571530,79.34,6
1417574328,75.0,1
1417575911,0.0,3
1417577123,0.0,2
1417577305,86.56,10
1417581059,95.7,1
1417581315,19.21,1
1417581638,100.0,4
1417584079,97.13,1
1417591074,85.46,11
1417591744,74.19,3
1417592536,69.36,10
1417594532,90.27,2
1417597170,88.87,99
1417598087,48.72,81
1417598947,64.27,1
1417599374,55.37,3
1417601345,100.0,1
1417601881,0.0,1
1417603457,89.98,2
1417604000,90.08,1
1417604018,94.22,3
1417609405,87.45,6
1417612250,75.8,1
1417613456,93.91,26
1417613548,77.12,10
1417615543,91.21,8
1417616624,83.0,1
1417619008,85.06,11
1417620998,79.4,2
1417621665,55.63,1
1417625518,89.54,2
1417627712,77.4,1
1417630336,72.15,1
1417630401,91.58,2
1417631680,88.87,1
1417635921,74.69,4
1417636093,81.79,6
1417638990,61.11,13
1417644360,41.68,4
1417644501,94.03,1
1417645185,75.0,1
1417645508,92.07,1
1417646266,100.0,2
1417646860,30.93,2
1417647033,72.22,1
1417647348,50.0,2
1417647637,84.51,1
1417653312,94.78,1
1417654724,86.48,6
1417655465,79.28,125
1417658956,81.71,1
1417661281,92.26,1
1417661976,86.68,1
1417664087,89.4,1
1417666850,85.84,2
1417667742,100.0,8
1417669961,86.11,1
1417671421,97.02,1
1417671611,78.38,1
1417671850,78.03,1
1417673112,75.51,3
1417675687,78.74,2
1417680612,89.57,3
1417681008,82.04,3
1417681412,89.16,16
1417683707,91.89,2
1417683723,87.41,1
1417685538,79.54,2
1417685983,94.66,2
1417688680,76.86,4
1417692591,82.47,3
1417692740,83.87,1
1417694746,85.41,1
1417696543,93.01,3
1417705096,94.62,2
1417706342,84.83,4
1417708462,93.76,2
1417710831,27.98,1
1417712043,49.92,2
1417713264,75.0,1
1417715152,83.0,1
1417715285,87.16,1
1417720186,93.78,1
1417721259,92.35,2
1417723024,76.81,20
1417724170,61.52,60
1417726852,92.49,1
1417726902,81.45,1
1417731449,92.26,1
1417734823,91.12,1
1417738675,78.64,45
1417739301,100.0,1
1417739699,58.68,2
1417741158,87.59,1
1417745936,91.16,1
1417750191,90.92,1
1417761073,87.33,38
1417765975,85.36,1
1417766742,96.68,1
1417767419,0.0,1
1417769829,97.58,1
1417772849,90.9,1
1417774811,71.06,1
1417775420,91.23,1
1417775784,75.0,1
1417778663,86.36,3
1417778713,81.39,2
1417779083,89.05,1
1417779521,81.45,1
1417781527,78.16,2
1417783317,88.16,1
1417784661,95.49,4
1417788811,86.57,10
1417789181,38.37,2
1417790098,75.0,1
1417790833,93.02,1
1417791583,100.0,1
1417794926,75.0,1
1417796665,85.76,2
1417831165,81.56,1
1417844010,78.71,1
1417849431,75.0,1
1417900242,89.9,6
1417900630,80.55,8
1417901323,88.32,338
1417901612,87.07,31
1417902511,72.29,6
1417903683,81.54,1
1417904319,75.0,2
1417904434,100.0,2
1417905324,92.56,27
1417906025,95.0,1
1417906074,96.66,1
1417906306,96.52,2
1417906942,96.6,1
1417907346,79.48,4
1417907379,92.6,2
1417907536,72.3,25
1417907676,100.0,1
1417907916,99.25,19
1417907940,77.55,1558
1417908062,75.0,2
1417908666,89.26,2
1417910431,92.93,7
1417911322,86.46,3
1417912114,85.31,50
1417912486,94.71,1
1417913260,92.74,6
1417915760,70.36,9
1417917253,86.79,18
1417919176,79.93,1
1417920265,62.26,1
1417921180,84.81,31
1417921230,0.0,1
1417922964,73.06,122
1417924762,100.0,1
1417926627,88.66,10
1417926767,55.24,2
1417928151,57.69,3
1417928268,82.33,41
1417928433,89.22,2
1417928623,75.0,1
1417929639,81.13,80
1417932294,97.58,1
1417932492,92.42,155
1417932609,82.13,13
1417934001,42.68,2
1417934050,95.52,6
1417935321,54.27,45
1417935446,72.21,6
1417936584,82.0,23
1417937210,77.71,1
1417937756,90.38,2
1417939729,82.8,12
1417940719,87.48,98
1417945775,78.23,5
1417946450,89.26,9
1417949504,93.49,1
1417951948,87.38,601
1417952318,98.07,1
1417952995,83.76,15
1417954389,75.06,5
1417956103,86.75,6
1417957929,59.58,2
1417959701,90.05,20
1417961137,86.07,656
1417962200,89.98,182
1417965799,87.1,4
1417966193,96.75,31
1417967696,97.58,1
1417968389,75.0,2
1417969304,97.7,59
1417969411,80.16,1
1417969924,0.0,1
1417970849,80.37,12
1417970922,24.8,1
1417972183,70.46,6
1417972241,24.83,1
1417973546,78.58,12
1417973660,81.26,5
1417976523,83.54,1
1417976705,0.0,2
1417978495,8.96,2
1417979402,75.95,195
1417980459,70.8,4
1417980939,20.0,1
1417981416,80.11,1
1417981622,89.87,5
1417983099,82.77,39
1417983537,74.63,1
1417983552,86.86,30
1417985094,77.42,2
1417986076,75.0,6
1417986092,86.2,22
1417986134,19.7,1
1417986340,98.79,2
1417987124,86.68,10
1417987306,94.18,2
1417988221,80.16,44
1417988379,88.96,5
1417988668,72.93,5
1417988841,50.4,81
1417989278,83.19,14
1417989617,76.05,6
1417990193,45.19,2
1417990581,81.98,54
1417990649,100.0,1
1417990805,87.54,38
1417991316,93.37,14
1417992389,41.6,4
1417992710,82.76,17
1417992793,79.94,2
1417992868,91.39,9
1417993361,82.1,14
1417993684,100.0,2
1417993833,96.31,11
1417994229,97.58,1
1417994872,77.46,518
1417995168,10.33,1
1417995481,84.99,13
1417995598,69.24,3
1417996323,84.53,7
1417998337,94.03,2
1417998899,60.0,5
1417999327,97.76,2
1427000686,90.88,2
1427000868,100.0,1
1427001015,83.93,5
1427001759,89.28,1
1427001940,89.58,2
1427002005,75.0,7
1427002138,33.27,1
1427002831,100.0,1
1427003219,82.91,73
1427005008,86.11,430
1427005024,84.87,70
1427005065,91.54,48
1427005099,95.3,2
1427005131,85.82,16
1427005636,80.79,4
1427005727,89.74,32
1427005859,84.31,9
1427007236,96.36,2
1427007384,82.4,2
1427008523,82.12,8
1427008937,86.22,517
1427009075,75.0,2
1427009232,88.76,2
1427009802,95.22,2
1427010081,98.45,6
1427010578,98.33,14
1427010859,87.36,14
1427011907,74.74,3
1427012053,95.85,4
1427012897,85.68,5
1427013440,80.31,10
1427014083,67.22,15
1427015551,90.93,1
1427016120,94.99,9
1427016161,78.9,262
1427016385,80.16,114
1427017177,100.0,1
1427017292,77.93,56
1427017466,84.63,15
1427018704,82.78,6
1427019108,93.94,1
1427019629,85.14,4
1427020395,89.61,8
1427021609,85.05,23
1427022946,0.0,1
1427023738,18.04,1
1427024199,50.01,14
1427025212,73.9,3
1427025840,82.16,54
1427027416,93.85,48
1427028208,88.39,2
1427029024,86.29,11
1427029297,93.51,1
1427029388,90.62,2
1427029396,78.59,1
1427030907,89.05,11
1427035039,77.95,18
1427035211,78.93,152
1427039254,47.44,5
1427040328,81.57,94
1427040732,75.0,1
1427040799,98.3,5
1427041227,100.0,1
1427041268,83.21,2
1427041516,89.04,3
1427041581,88.39,80
1427042688,85.52,1
1427043546,86.41,36
1427046655,83.69,18
1427046903,96.01,1
1427047232,76.9,2
1427048453,77.36,1
1427049279,92.07,1
1427049931,83.4,75
1427049956,77.13,179
1427049964,75.46,3
1427051002,79.29,9
1427051408,72.41,16
1427052190,75.0,2
1427054360,85.64,2
1427055417,87.41,1
1427055821,78.35,1
1427057512,97.97,1
1427057892,77.51,1
1427057967,86.79,21
1427059070,84.17,33
1427059336,95.79,3
1427061589,92.66,2
1427062272,48.1,1
1427063908,81.04,13
1427064039,100.0,1
1427066000,81.16,4
1427066026,89.63,1
1427067057,87.67,6
1427067438,92.26,23
1427069368,84.95,8
1427070408,0.0,1
1427071406,96.0,4
1427071430,79.27,21
1427071844,93.8,1
1427074426,87.21,3
1427075027,91.45,65
1427076553,83.39,74
1427076975,71.87,8
1427078906,75.0,1
1427079953,83.98,3
1427081330,81.31,3
1427081470,87.76,1
1427081660,83.28,2
1427081967,82.62,80
1427082338,100.0,2
1427082932,50.0,2
1427083492,86.45,1
1427083534,100.0,7
1427084284,45.99,4
1427084920,71.15,2
1427086065,61.09,3
1427087691,94.44,9
1427089010,80.09,17
1427089077,75.0,2
1427089101,90.09,3
1427089176,92.99,2
1427089838,74.28,50
1427090125,100.0,2
1427090224,93.58,8
1427090398,88.2,7
1427090570,89.13,6
1427090976,73.34,14
1427091164,82.18,12
1427091347,72.01,1
1427092048,90.66,10
1427093046,82.43,13
1427093137,94.98,1
1427093863,74.85,6
1427093988,65.06,5
1427095223,100.0,1
1427095249,80.59,52
1427095801,83.36,119
1427096577,92.54,2
1427097443,80.74,436
1427097823,75.0,1
1427098169,87.16,10
1427098730,91.67,3
1427098938,79.29,5
1427099290,85.2,3
1427099845,89.81,4
1427100445,77.55,1
1427100973,100.0,1
1427101815,94.22,2
1427102326,86.62,1
1427103258,78.17,3
1427104454,83.45,1
1427104678,54.1,4
1427105279,75.99,96
1427105949,78.41,10
1427108398,88.49,1
1427108729,30.8,1
1427109446,95.31,2
1427109503,0.0,1
1427109776,83.42,2
1427110329,75.8,7
1427110493,78.54,9
1427111392,7.5,1
1427113547,0.0,1
1427113554,77.24,9
1427114032,87.38,10
1427114446,76.12,5
1427115831,79.52,2
1427117241,70.02,4
1427120310,81.86,21
1427120526,100.0,2
1427120682,81.84,5
1427120906,70.27,3
1427121235,90.87,1
1427122605,87.32,1
1427123140,79.09,4
1427123249,92.17,4
1427123926,71.3,7
1427127968,95.47,28
1427129188,95.63,7
1427129352,88.47,5
1427132000,87.96,2
1427132604,47.02,42
1427134543,88.87,3
1427135714,75.0,2
1427137280,87.82,6
1427138650,81.6,4
1427138734,80.46,8
1427139732,76.1,8
1427140144,23.1,2
1427140425,78.3,8
1427141332,83.8,4
1427142561,43.64,3
1427142934,86.57,5
1427143171,54.94,2
1427144054,94.62,1
1427144393,95.5,1
1427144658,99.13,2
1427144724,87.11,1
1427145713,0.0,1
1427145994,100.0,2
1427147974,84.24,2
1427148329,79.81,11
1427150028,97.83,1
1427151497,71.31,1
1427151687,91.82,4
1427152131,72.24,54
1427153162,93.7,1
1427153576,97.46,17
1427153998,85.25,5
1427154335,79.02,18
1427154723,78.35,4
1427155472,78.13,9
1427155662,74.56,1
1427156140,75.0,3
1427157593,88.28,2
1427160845,99.33,1
1427161306,39.66,1
1427161769,88.26,2
1427162122,98.3,1
1427163229,84.35,20
1427165331,81.69,7
1427165570,87.72,5
1427165596,70.32,8
1427166305,93.3,10
1427169010,88.05,10
1427169291,100.0,1
1427169507,77.24,14
1427169754,79.41,1
1427170141,80.74,2
1427170216,76.61,3
1427171057,67.14,5
1427171115,79.14,4
1427171511,79.85,2
1427174275,100.0,6
1427175108,93.02,1
1427176338,79.54,2
1427177195,83.38,238
1427178466,9.76,1
1427178763,75.0,1
1427180074,17.76,1
1427180348,37.77,1
1427180520,18.65,1
1427180645,100.0,1
1427183664,75.0,1
1427184449,0.0,3
1427188119,75.0,1
1427188176,92.02,2
1427188416,70.38,2
1427188465,0.0,1
1427189174,85.8,3
1427189539,65.14,3
1427189950,20.68,1
1427190206,82.78,1
1427190982,25.0,1
1427193796,92.83,2
1427194240,11.9,1
1427194414,0.0,1
1427195379,47.22,13
1427196765,95.31,1
1427197136,0.0,1
1427200021,73.77,2
1427203348,75.0,1
1427204502,75.0,1
1427205111,95.01,1
1427205764,80.58,1
1427209352,74.34,8
1427209360,40.47,1
1427212562,100.0,1
1427214949,40.35,3
1427218874,86.77,37
1427218965,87.89,1
1427219997,92.1,1
1427225010,40.88,2
1427225838,45.0,1
1427227081,0.0,1
1427227099,69.85,7
1427227594,39.92,2
1427227693,81.56,3
1427229715,75.0,1
1427230788,5.82,1
1427231240,94.37,1
1427233238,87.5,2
1427233923,75.0,1
1427235704,81.76,12
1427236199,69.65,3
1427236843,0.0,3
1427237221,75.0,1
1427237460,88.9,1
1427237486,74.84,7
1427237619,93.68,1
1427238211,75.0,1
1427242981,97.97,1
1427243146,97.58,1
1427244821,98.34,1
1427245067,17.5,1
1427246198,82.1,24
1427246701,64.19,2
1427247451,75.0,1
1427247501,96.19,1
1427248467,75.12,4
1427248491,21.84,1
1427249051,91.25,1
1427252253,84.67,2
1427252626,64.48,3
1427254689,97.81,3
1427255660,92.77,1
1427256957,79.22,7
1427257849,81.42,6
1427258862,80.51,1
1427259860,25.18,1
1427260207,67.74,1
1427261601,100.0,1
1427261759,84.36,1
1427261783,0.0,1
1427263078,100.0,5
1427263508,99.1,1
1427264126,90.61,21
1427264795,87.3,14
1427265776,71.54,4
1427267368,84.22,1
1427268127,14.64,1
1427269174,82.4,11
1427270412,85.83,5
1427270594,85.46,6
1427270727,87.5,2
1427271378,83.76,272
1427271790,86.29,1
1427271956,94.25,1
1427273705,82.77,2
1427274638,92.03,1
1427275015,0.0,1
1427276526,83.26,6
1427276682,100.0,3
1427276773,69.52,2
1427279488,23.77,1
1427279561,0.0,1
1427280585,0.0,1
1427281666,82.37,4
1427282045,80.39,8
1427283936,22.5,1
1427284983,94.34,1
1427285709,89.1,3
1427290352,50.38,1
1427290907,79.66,4
1427290964,57.5,1
1427292028,85.83,4
1427292333,75.31,1
1427295872,86.86,1
1427296698,93.74,1
1427296730,93.51,21
1427297340,75.0,1
1427298363,56.52,4
1427300813,94.11,1
1427301001,0.0,1
1427301290,50.0,3
1427306414,79.48,1
1427306588,100.0,2
1427309988,75.0,1
1427314186,82.19,6
1427314608,75.0,1
1427316553,47.0,2
1427317577,91.34,7
1427317908,82.05,99
1427318617,100.0,1
1427319672,0.0,1
1427321405,79.84,2
1427321413,71.44,2
1427321587,87.12,3
1427321934,81.02,2
1427322296,75.0,1
1427322635,41.4,2
1427323187,98.54,2
1427325349,92.61,1
1427326768,82.16,193
1427326859,30.0,1
1427328046,0.0,2
1427329978,45.56,2
1427330679,90.24,3
1427331248,89.12,1
1427331891,75.0,1
1427333632,94.14,5
1427334077,75.38,7
1427335140,79.82,33
1427336635,60.02,2
1427337518,80.39,3
1427338235,73.59,11
1427340009,0.0,1
1427340389,78.59,1
1427341403,75.0,1
1427342260,29.23,1
1427342658,80.69,13
1427342930,86.48,2
1427343664,78.19,23
1427346469,74.64,5
1427348838,78.45,5
1427349406,85.18,1
1427350248,46.27,4
1427351535,79.87,1
1427351774,67.09,1
1427352053,94.85,2
1427353242,100.0,1
1427353713,81.88,4
1427355825,99.98,4
1427356435,65.55,1
1427356930,65.38,11
1427357920,83.49,2
1427358209,0.0,1
1427360049,5.47,1
1427361484,30.0,1
1427362201,88.41,10
1427365246,74.74,1
1427366590,84.97,1
1427366921,92.16,11
1427368414,75.0,1
1427369404,83.5,12
1427369578,67.09,26
1427370022,0.0,1
1427372226,84.56,4
1427375724,92.21,1
1427376516,29.37,1
1427376763,82.95,1
1427379478,18.42,2
1427380070,1.88,3
1427380823,90.3,7
1427381052,89.15,14
1427382415,77.14,3
1427382811,97.47,2
1427383116,75.8,1
1427383215,75.0,1
1427383645,94.07,4
1427384619,75.0,1
1427384767,100.0,1
1427388057,3.85,1
1427388206,75.0,1
1427389220,75.0,1
1427390418,86.58,1
1427394428,16.12,1
1427394782,79.98,1
1427395268,85.18,1
1427395599,75.0,3
1427395680,75.0,2
1427397397,98.27,9
1427397793,76.78,2
1427398361,76.19,1
1427399526,80.83,1
1427403245,98.07,1
1427405810,87.67,50
1427407410,0.0,1
1427408319,87.7,8
1427410406,86.18,3
1427414168,75.0,1
1427415314,74.8,2
1427416189,100.0,1
1427416361,22.28,1
1427416585,82.86,30
1427416668,95.83,1
1427418391,64.79,3
1427419001,77.66,2
1427420371,0.0,1
1427421734,97.58,1
1427423268,75.0,1
1427424282,77.12,24
1427425883,50.0,3
1427430636,97.4,1
1427435692,74.23,5
1427436187,100.0,2
1427437367,81.89,5
1427439348,95.31,1
1427440304,88.44,22
1427442987,0.0,1
1427445733,95.91,1
1427446012,92.54,1
1427446053,46.46,1
1427446178,92.12,1
1427447770,19.7,2
1427449487,77.33,95
1427452473,99.18,1
1427454164,91.51,70
1427459601,0.0,1
1427462183,97.54,4
1427462597,75.0,1
1427463314,83.28,1
1427464437,75.0,1
1427465293,0.0,1
1427466614,91.14,5
1427467273,18.51,1
1427469725,86.43,1
1427470053,85.37,18
1427473073,75.0,3
1427475292,35.5,3
1427480680,51.86,4
1427481464,75.0,1
1427482074,50.73,2
1427489269,86.08,2
1427489459,85.47,1
1427493709,94.17,1
1427494087,50.29,2
1427496652,84.28,31
1427497106,47.39,2
1427498724,78.25,3
1427500040,57.88,7
1427501394,92.5,2
1427501766,79.74,24
1427505254,63.17,2
1427507300,84.19,1
1427508365,97.58,1
1427509264,93.01,1
1427511872,75.0,1
1427511880,96.47,1
1427512375,99.7,1
1427512722,89.57,3
1427513357,95.83,1
1427514645,86.2,1
1427516129,61.58,1
1427522218,86.86,1
1427523109,81.98,21
1427525294,75.0,1
1427526177,82.91,1
1427528595,86.77,11
1427529635,75.0,2
1427531649,78.73,1
1427532381,90.04,1
1427533959,71.17,16
1427534809,81.17,36
1427540699,26.79,5
1427541838,82.25,6
1427543586,74.5,7
1427543909,0.0,1
1427547199,90.82,19
1427548304,76.37,6
1427551746,87.73,7
1427556166,85.7,4
1427559251,75.0,1
1427559962,97.02,1
1427561075,75.0,1
1427564590,87.41,24
1427567478,45.1,5
1427567858,84.18,455
1427569219,100.0,1
1427569243,89.14,5
1427571660,92.5,1
1427574581,66.04,1
1427574623,75.0,1
1427575299,86.09,27
1427576685,86.18,1
1427577840,73.47,4
1427578228,89.76,8
1427584960,97.4,1
1427585157,89.84,1
1427585280,30.72,1
1427585306,84.44,5
1427587989,93.1,1
1427591585,77.7,2
1427591684,85.75,1
1427597574,72.2,7
1427598580,88.75,1
1427599588,68.75,21
1427599802,98.3,1
1427602549,87.6,2
1427604016,96.64,1
1427605153,99.1,9
1427606649,70.15,8
1427607332,100.0,1
1427607647,0.0,1
1427610211,89.64,1
1427611854,80.34,77
1427614601,0.0,1
1427614734,95.62,2
1427615335,21.14,1
1427615731,80.96,24
1427616796,88.58,1
1427619840,82.74,13
1427622661,98.53,17
1427622844,92.75,1
1427623057,84.08,1
1427625292,100.0,1
1427625508,83.49,4
