state,county_name,is_hpsa,is_mua
VA,Pittsylvania,True,True
VA,Portsmouth City,True,True
VA,Powhatan,True,True
VA,Prince Edward,True,True
VA,Prince George,True,False
VA,Prince William,True,True
VA,Pulaski,True,True
VA,Radford City,True,True
VA,Rappahannock,True,True
VA,Richmond,True,True
VA,Richmond City,True,True
VA,Roanoke City,True,True
VA,Rockbridge,True,True
VA,Rockingham,True,False
VA,Russell,True,True
VA,Scott,True,True
VA,Shenandoah,True,True
VA,Smyth,True,True
VA,Southampton,True,True
VA,Spotsylvania,False,True
VA,Stafford,True,False
VA,Staunton City,False,True
VA,Suffolk City,False,True
VA,Surry,True,True
VA,Sussex,True,True
VA,Tazewell,True,True
VA,Virginia Beach City,False,True
VA,Warren,True,False
VA,Washington,True,True
VA,Waynesboro City,False,True
VA,Westmoreland,True,True
VA,Williamsburg City,True,True
VA,Winchester City,True,True
VA,Wise,True,True
VA,Wythe,True,True
VA,York,False,True
VI,St. Croix,True,True
VI,St. John,True,True
VI,St. Thomas,True,True
VT,Addison,True,True
VT,Bennington,True,True
VT,Caledonia,True,True
VT,Chittenden,True,True
VT,Essex,True,True
VT,Franklin,True,True
VT,Grand Isle,True,True
VT,Lamoille,True,True
VT,Orange,True,True
VT,Orleans,False,True
VT,Rutland,True,True
VT,Washington,True,True
VT,Windham,False,True
VT,Windsor,True,True
WA,Adams,True,True
WA,Asotin,True,True
WA,Benton,True,False
WA,Chelan,True,False
WA,Clallam,True,True
WA,Clark,False,True
WA,Columbia,True,True
WA,Cowlitz,True,True
WA,Douglas,True,True
WA,Ferry,True,True
WA,Franklin,True,True
WA,Garfield,True,True
WA,Grant,True,True
WA,Grays Harbor,True,True
WA,Island,True,True
WA,Jefferson,True,False
WA,King,True,True
WA,Kitsap,True,True
WA,Kittitas,True,True
WA,Klickitat,True,True
WA,Lewis,True,True
WA,Lincoln,True,True
WA,Mason,True,True
WA,Okanogan,True,True
WA,Pacific,True,True
WA,Pend Oreille,True,True
WA,Pierce,True,True
WA,San Juan,True,True
WA,Skagit,True,False
WA,Skamania,True,False
WA,Snohomish,True,True
WA,Spokane,True,True
WA,Stevens,True,True
WA,Thurston,True,True
WA,Wahkiakum,True,False
WA,Walla Walla,True,False
WA,Whatcom,True,True
WA,Whitman,True,False
WA,Yakima,True,True
WI,Adams,True,True
WI,Ashland,True,False
WI,Barron,True,True
WI,Bayfield,True,True
WI,Brown,True,True
WI,Buffalo,True,True
WI,Burnett,True,True
WI,Chippewa,True,True
WI,Clark,True,True
WI,Columbia,True,False
WI,Crawford,True,True
WI,Dane,True,True
WI,Dodge,True,False
WI,Door,False,True
WI,Douglas,False,True
WI,Dunn,False,True
WI,Eau Claire,False,True
WI,Florence,True,True
WI,Fond Du Lac,False,True
WI,Forest,True,True
WI,Grant,True,True
WI,Iowa,True,True
WI,Iron,True,True
WI,Jackson,True,True
WI,Jefferson,True,True
WI,Juneau,True,True
WI,Kenosha,True,True
WI,La Crosse,True,False
WI,Lafayette,True,True
WI,Langlade,True,True
WI,Marathon,True,True
WI,Marinette,False,True
WI,Marquette,True,True
WI,Menominee,True,True
WI,Milwaukee,True,True
WI,Monroe,True,True
WI,Oconto,True,True
WI,Oneida,True,False
WI,Outagamie,True,False
WI,Pepin,True,True
WI,Polk,True,True
WI,Portage,True,True
WI,Price,True,True
WI,Racine,True,True
WI,Richland,True,False
WI,Rock,True,True
WI,Rusk,True,True
WI,Sauk,True,False
WI,Sawyer,True,True
WI,Shawano,True,True
WI,Sheboygan,True,True
WI,St. Croix,True,True
WI,Taylor,True,True
WI,Trempealeau,False,True
WI,Vernon,True,True
WI,Vilas,True,True
WI,Walworth,True,True
WI,Washburn,True,True
WI,Waukesha,False,True
WI,Waupaca,True,True
WI,Waushara,True,True
WI,Winnebago,False,True
WI,Wood,True,True
WV,Barbour,True,True
WV,Berkeley,True,False
WV,Boone,True,True
WV,Braxton,True,True
WV,Brooke,True,False
WV,Cabell,True,True
WV,Calhoun,True,True
WV,Clay,True,True
WV,Doddridge,True,True
WV,Fayette,True,True
WV,Gilmer,True,True
WV,Grant,True,True
WV,Greenbrier,True,True
WV,Hampshire,True,True
WV,Hancock,True,True
WV,Hardy,True,True
WV,Harrison,True,True
WV,Jackson,True,True
WV,Jefferson,True,True
WV,Kanawha,True,True
WV,Lewis,True,True
WV,Lincoln,True,True
WV,Logan,True,True
WV,Marion,True,True
WV,Marshall,True,True
WV,Mason,True,True
WV,Mcdowell,True,True
WV,Mercer,True,True
WV,Mineral,True,True
WV,Mingo,True,True
WV,Monongalia,True,True
WV,Monroe,True,True
WV,Morgan,True,True
WV,Nicholas,True,True
WV,Ohio,True,True
WV,Pendleton,True,True
WV,Pleasants,True,True
WV,Pocahontas,True,True
WV,Preston,True,True
WV,Putnam,True,True
WV,Raleigh,True,True
WV,Randolph,True,True
WV,Ritchie,True,True
WV,Roane,True,True
WV,Summers,True,True
WV,Taylor,True,True
WV,Tucker,True,True
WV,Tyler,True,True
WV,Upshur,True,True
WV,Wayne,True,True
WV,Webster,True,True
WV,Wetzel,True,True
WV,Wirt,True,True
WV,Wood,True,False
WV,Wyoming,True,True
WY,Albany,True,True
WY,Big Horn,True,True
WY,Carbon,True,True
WY,Converse,True,False
WY,Crook,True,True
WY,Fremont,True,True
WY,Goshen,True,True
WY,Hot Springs,True,True
WY,Johnson,True,False
WY,Laramie,True,True
WY,Lincoln,True,False
WY,Natrona,True,True
WY,Niobrara,True,True
WY,Park,False,True
WY,Platte,True,False
WY,Sheridan,False,True
WY,Sublette,True,True
WY,Sweetwater,True,True
WY,Teton,False,True
WY,Uinta,True,False
WY,Washakie,True,False
WY,Weston,True,False
